User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories,BMI,Workout_Intensity,Steps_Count,Heart_Rate_Avg,Sleep_Hours,Water_Intake_Liters,Workout_Type,Body_Fat_Percentage,Resting_Heart_Rate,Daily_Active_Minutes
16208802,male,64,188.0,84.0,20.0,102.0,40.4,142.0,23.766410140334994,Medium,17663,132,6.8,3.0,HIIT,27.7,56,90
19742571,female,46,179.0,73.0,5.0,85.0,39.1,20.0,22.783308885490467,Medium,9550,81,7.7,2.4,Strength,29.8,63,21
18320121,female,77,173.0,77.0,7.0,82.0,39.4,29.0,25.727555214006482,Medium,15830,156,7.3,3.0,HIIT,17.9,67,28
10953410,female,54,167.0,65.0,1.0,80.0,37.6,4.0,23.306680053067517,High,15031,149,6.3,1.8,Strength,31.1,62,134
13771544,male,34,183.0,81.0,5.0,77.0,39.4,9.0,24.187046492878256,Low,13869,113,5.9,1.7,Strength,11.4,74,107
14784475,female,51,172.0,73.0,3.0,77.0,38.8,10.0,24.675500270416443,Medium,7817,99,8.7,1.7,Yoga,34.6,62,175
15346451,female,66,158.0,52.0,25.0,96.0,40.8,146.0,20.82999519307803,Low,14867,66,8.9,1.1,Cardio,20.4,85,130
16741713,male,32,187.0,87.0,2.0,83.0,38.2,6.0,24.879178701135288,High,14086,155,7.3,3.1,Strength,18.1,66,166
16652577,male,29,175.0,76.0,22.0,109.0,40.4,139.0,24.816326530612244,High,12690,99,5.0,4.0,HIIT,33.1,86,34
12121222,male,24,179.0,83.0,22.0,105.0,40.4,124.0,25.90431010268094,Medium,18757,83,6.2,1.9,HIIT,13.3,79,21
10429031,female,63,172.0,69.0,24.0,101.0,40.7,146.0,23.323418063818284,High,16770,100,6.5,3.8,Cardio,18.9,66,68
16556201,female,45,167.0,70.0,6.0,86.0,39.3,25.0,25.099501595611173,Medium,16329,110,7.8,2.8,Yoga,19.0,59,161
14304052,female,24,175.0,66.0,17.0,93.0,40.5,78.0,21.551020408163264,Medium,12457,98,7.3,1.7,HIIT,20.6,65,165
16654017,female,73,162.0,61.0,27.0,99.0,40.7,166.0,23.243408017070564,Low,12034,142,6.6,1.0,Yoga,31.2,83,93
13368690,male,22,180.0,77.0,6.0,81.0,39.3,11.0,23.76543209876543,Medium,19957,102,7.4,3.2,Strength,31.2,72,25
14026545,female,61,160.0,60.0,3.0,88.0,38.5,14.0,23.437499999999996,Low,19171,128,4.1,3.1,HIIT,24.8,64,40
18153224,male,48,184.0,82.0,15.0,96.0,40.2,81.0,24.22022684310019,High,3545,153,7.9,1.7,Strength,34.8,56,42
16174483,male,74,185.0,93.0,9.0,89.0,39.7,52.0,27.173119065010955,Medium,15359,118,5.1,2.0,HIIT,31.1,84,164
17492258,female,26,162.0,56.0,21.0,101.0,40.5,118.0,21.338210638622158,Medium,15146,84,7.3,3.7,HIIT,27.0,67,58
19614585,male,40,176.0,78.0,19.0,103.0,40.4,114.0,25.180785123966942,Low,15498,153,4.6,1.5,Cardio,15.0,64,82
18777930,female,28,163.0,63.0,23.0,106.0,40.7,140.0,23.711844630960897,Medium,15171,84,4.6,3.5,Strength,23.7,73,69
19614404,female,61,158.0,62.0,2.0,79.0,38.2,8.0,24.83576349943919,Low,16202,132,4.2,1.5,Cardio,15.3,88,117
12163871,male,48,187.0,87.0,1.0,70.0,37.7,2.0,24.879178701135288,Medium,6374,150,8.6,2.4,Cardio,17.5,58,25
19119756,female,36,157.0,54.0,26.0,105.0,40.6,162.0,21.907582457706194,Low,11849,83,7.0,2.5,Cardio,27.1,58,84
10866924,female,65,165.0,65.0,14.0,94.0,39.9,76.0,23.875114784205696,High,18990,121,5.8,2.4,Cardio,14.6,82,165
19535672,male,55,190.0,93.0,14.0,97.0,40.2,86.0,25.761772853185597,Medium,15336,102,7.9,1.9,Yoga,12.3,83,54
14057358,male,69,203.0,107.0,24.0,111.0,41.3,221.0,25.965201776311005,Medium,4576,118,7.1,1.8,Yoga,23.3,72,126
13117579,male,30,165.0,69.0,13.0,92.0,39.9,47.0,25.344352617079892,Medium,7051,113,7.1,3.2,Yoga,10.0,81,66
12051724,female,24,182.0,71.0,30.0,106.0,41.0,177.0,21.434609346697258,Medium,18706,138,6.4,1.8,Strength,25.2,70,86
11597153,female,61,163.0,65.0,19.0,92.0,40.6,98.0,24.46460160337235,Medium,12068,85,4.0,2.8,Yoga,32.5,71,84
12958377,male,57,208.0,113.0,29.0,116.0,41.0,276.0,26.118713017751478,Medium,18967,113,5.3,3.5,Strength,14.8,51,150
18059709,female,50,179.0,73.0,17.0,100.0,40.0,97.0,22.783308885490467,High,13001,120,4.5,3.5,HIIT,19.6,58,34
14056325,male,78,174.0,77.0,28.0,105.0,40.8,226.0,25.43268595587264,Medium,10847,153,7.3,1.5,Yoga,32.9,75,142
19724958,female,50,162.0,62.0,15.0,98.0,40.0,84.0,23.624447492760247,High,6881,134,5.2,3.0,HIIT,27.6,69,161
16886392,male,72,194.0,98.0,29.0,111.0,40.8,266.0,26.03889892655968,High,10414,152,6.3,2.8,Yoga,13.4,64,56
15568308,male,51,202.0,105.0,7.0,86.0,39.6,32.0,25.732771296931674,Low,9699,138,5.8,1.8,Cardio,19.5,89,36
10770371,female,21,174.0,73.0,3.0,93.0,38.2,13.0,24.111507464658473,High,18045,103,4.7,2.2,Yoga,28.9,85,134
15168576,female,21,138.0,44.0,13.0,97.0,40.0,68.0,23.104389834068478,Low,7123,68,8.8,1.9,Strength,26.6,70,35
15105311,female,25,185.0,79.0,27.0,90.0,40.7,111.0,23.08254200146092,High,18211,101,8.7,2.6,HIIT,13.9,64,48
16303342,female,27,170.0,66.0,9.0,94.0,39.8,43.0,22.837370242214536,Medium,5550,88,4.4,3.4,Cardio,11.6,72,166
18663752,male,50,195.0,94.0,29.0,104.0,40.9,202.0,24.720578566732414,High,12634,138,8.1,3.6,Yoga,27.0,54,39
11666208,female,21,158.0,57.0,17.0,96.0,40.4,85.0,22.832879346258608,High,14177,140,6.4,3.2,Cardio,25.2,83,111
11368510,male,35,197.0,100.0,16.0,106.0,40.3,107.0,25.76721894405937,High,2166,139,7.9,2.5,HIIT,11.5,73,168
12424830,male,52,167.0,74.0,11.0,98.0,39.7,63.0,26.533758829646096,Medium,10309,117,4.8,3.9,Strength,34.4,75,170
19049706,male,29,190.0,93.0,13.0,90.0,39.8,50.0,25.761772853185597,Medium,12001,145,4.7,2.7,Yoga,16.3,57,135
14798386,female,24,167.0,62.0,18.0,108.0,40.5,112.0,22.230987127541326,Low,4206,122,8.5,2.4,HIIT,19.7,57,146
12675600,male,24,205.0,110.0,5.0,78.0,39.0,11.0,26.17489589530042,Medium,3250,108,8.5,3.6,HIIT,14.4,55,91
18680931,female,39,156.0,59.0,26.0,104.0,40.7,159.0,24.243918474687703,Low,6558,70,6.3,1.6,Strength,30.7,75,130
15737831,male,30,184.0,86.0,29.0,107.0,40.8,182.0,25.401701323251416,Medium,11863,148,8.4,1.5,HIIT,34.1,83,158
16788844,male,44,177.0,77.0,16.0,91.0,40.5,69.0,24.577867151840145,Medium,4151,113,7.3,3.3,Cardio,15.3,76,74
15635372,male,71,193.0,98.0,24.0,99.0,40.9,175.0,26.309431125667803,High,7077,89,4.9,3.6,Yoga,17.1,64,56
17008515,male,33,180.0,82.0,3.0,83.0,39.0,8.0,25.30864197530864,Medium,17552,125,5.6,1.2,HIIT,27.7,67,157
12663057,female,23,161.0,60.0,26.0,112.0,40.5,174.0,23.147255121330193,High,4297,124,4.7,3.3,Yoga,23.2,51,36
10384770,female,37,194.0,81.0,7.0,81.0,39.4,23.0,21.521947071952386,Low,11228,117,7.9,2.3,Yoga,12.6,74,95
12328096,female,26,163.0,57.0,20.0,92.0,40.8,93.0,21.453573713726524,High,4614,116,8.9,3.1,Strength,33.2,58,69
13018937,female,25,164.0,62.0,4.0,86.0,38.8,16.0,23.051754907792983,High,3879,96,6.7,1.4,Yoga,25.3,65,134
18849126,female,52,170.0,64.0,8.0,88.0,39.8,37.0,22.145328719723185,Medium,2620,113,7.3,3.9,Strength,17.5,54,36
16408479,male,61,185.0,85.0,2.0,73.0,38.2,5.0,24.835646457268076,Medium,10262,132,7.7,3.6,HIIT,22.2,74,121
13589867,female,35,167.0,63.0,20.0,103.0,40.4,118.0,22.589551436050055,Medium,3925,128,5.1,2.2,HIIT,22.5,72,62
13130803,male,26,197.0,101.0,3.0,86.0,38.5,10.0,26.02489113349996,Low,19421,83,5.7,3.7,HIIT,23.1,53,173
16894712,female,33,167.0,65.0,16.0,92.0,40.1,74.0,23.306680053067517,Medium,12553,122,6.1,3.7,Yoga,22.4,80,171
18089110,male,48,199.0,103.0,15.0,96.0,40.3,88.0,26.009444205954395,Medium,11630,150,7.0,2.4,Yoga,24.0,68,53
10155559,male,20,176.0,80.0,18.0,101.0,40.4,86.0,25.826446280991735,Low,14003,153,8.3,3.8,Cardio,19.8,57,107
18607938,female,73,190.0,91.0,18.0,103.0,40.1,111.0,25.207756232686982,Medium,10676,110,5.3,3.9,Yoga,13.7,87,77
10846576,male,27,158.0,65.0,9.0,87.0,39.4,24.0,26.037493991347535,Low,6898,74,6.4,1.7,Strength,26.6,85,143
14421345,female,42,155.0,57.0,22.0,110.0,40.6,151.0,23.725286160249738,Low,16601,106,7.8,1.2,Cardio,29.8,66,105
16716471,male,38,181.0,82.0,24.0,101.0,40.9,136.0,25.029760996306585,Low,15136,132,4.4,2.0,Yoga,31.0,54,145
18970960,male,36,195.0,100.0,4.0,77.0,39.0,9.0,26.298487836949377,High,16578,105,6.6,2.5,Cardio,10.5,68,112
10224390,male,69,177.0,76.0,15.0,102.0,40.3,108.0,24.258674071946118,Medium,8121,89,4.7,1.3,Yoga,20.1,65,103
15934903,male,21,197.0,89.0,9.0,83.0,39.8,21.0,22.932824860212836,High,7789,138,6.7,1.4,Yoga,34.5,60,35
13854199,female,53,167.0,69.0,30.0,110.0,41.0,206.0,24.740937287102444,Medium,18310,79,7.8,3.9,Cardio,11.6,51,163
16044841,male,26,187.0,84.0,17.0,104.0,40.3,95.0,24.021275987303035,Medium,19734,116,5.2,3.2,Strength,29.6,54,149
18716245,female,28,139.0,42.0,9.0,93.0,40.0,45.0,21.738005279229856,Medium,15134,108,8.2,3.6,Strength,13.2,84,149
10365426,female,23,172.0,65.0,26.0,108.0,40.6,161.0,21.971335857220122,Medium,8485,115,5.7,3.9,Yoga,30.6,66,61
10157076,female,64,176.0,74.0,6.0,97.0,39.1,34.0,23.889462809917354,Low,11980,115,5.0,2.1,Cardio,26.8,86,23
18316902,female,47,166.0,64.0,21.0,107.0,40.6,137.0,23.225431847873423,Medium,5625,84,6.3,3.1,Strength,28.1,64,29
14533728,male,50,193.0,99.0,3.0,81.0,38.3,11.0,26.577894708582782,Low,13512,68,8.4,1.6,Strength,34.4,72,134
10030155,female,49,185.0,79.0,27.0,102.0,41.2,157.0,23.08254200146092,Medium,10951,81,4.3,2.7,Strength,33.5,67,42
13999064,female,28,161.0,58.0,21.0,100.0,40.4,116.0,22.375679950619187,Medium,10117,136,5.6,1.6,HIIT,17.6,86,171
19583303,female,24,171.0,64.0,13.0,89.0,39.8,54.0,21.887076365377382,Low,10989,96,7.3,1.5,Strength,19.4,52,93
17689475,female,33,140.0,45.0,12.0,90.0,39.5,57.0,22.95918367346939,Low,18915,87,5.8,1.3,Yoga,20.2,83,79
16642813,female,72,165.0,69.0,4.0,86.0,38.7,19.0,25.344352617079892,Medium,13608,73,4.4,2.7,Yoga,14.5,73,162
12736185,male,60,192.0,98.0,10.0,91.0,39.8,56.0,26.58420138888889,Medium,2598,89,5.7,3.8,Strength,19.5,51,46
14706546,female,51,168.0,66.0,11.0,84.0,40.1,45.0,23.384353741496604,Low,9428,98,8.1,1.4,Strength,34.5,69,111
14022979,male,75,188.0,96.0,21.0,103.0,40.4,169.0,27.16161158895428,High,6904,116,8.8,2.5,Cardio,22.2,57,97
12792706,male,47,187.0,95.0,12.0,90.0,40.4,57.0,27.166919271354622,Low,4909,64,4.2,3.1,HIIT,33.8,77,26
15420566,female,46,170.0,69.0,26.0,103.0,40.6,156.0,23.87543252595156,Medium,15551,71,6.8,2.5,Yoga,11.8,58,58
17557831,female,37,159.0,62.0,9.0,89.0,39.6,40.0,24.524346347059055,High,19062,94,4.5,3.7,HIIT,11.0,79,54
14312118,male,30,194.0,91.0,26.0,112.0,40.7,185.0,24.178977574662557,Low,10922,100,7.4,1.5,Cardio,24.4,60,163
18857418,female,56,149.0,49.0,14.0,92.0,40.1,74.0,22.071077879374805,Low,4025,122,4.0,1.1,Strength,28.4,70,173
12764118,male,40,172.0,69.0,16.0,102.0,40.3,90.0,23.323418063818284,Low,15220,101,4.1,2.1,Strength,15.4,64,87
12226404,female,26,170.0,63.0,22.0,106.0,40.4,133.0,21.79930795847751,Medium,15190,124,7.9,2.7,HIIT,22.6,76,157
16250058,female,45,170.0,62.0,8.0,86.0,39.4,34.0,21.453287197231838,Low,4766,124,4.4,1.8,Yoga,31.8,75,124
17554153,male,41,200.0,103.0,18.0,103.0,40.5,118.0,25.75,Medium,2391,102,5.5,1.5,Strength,29.0,71,173
15880408,female,23,143.0,45.0,4.0,91.0,39.3,19.0,22.005966061910122,Low,12935,119,8.8,3.4,HIIT,15.8,87,32
11492514,male,49,171.0,71.0,27.0,107.0,40.8,185.0,24.280975342840534,Medium,5784,79,8.9,1.6,Cardio,18.4,56,62
17615160,female,23,161.0,55.0,3.0,83.0,38.3,11.0,21.218317194552675,High,4914,157,4.8,2.3,HIIT,17.6,53,136
17418995,female,25,168.0,66.0,9.0,91.0,39.7,39.0,23.384353741496604,High,15243,157,6.8,3.9,HIIT,28.0,52,133
17850748,male,53,179.0,78.0,20.0,93.0,40.8,102.0,24.343809494085704,Medium,14282,122,6.8,2.8,Yoga,34.2,74,174
17227640,male,43,193.0,92.0,13.0,104.0,40.0,85.0,24.69864962817794,Medium,14965,83,6.3,2.5,HIIT,17.0,70,31
17261510,female,37,161.0,57.0,3.0,78.0,38.7,10.0,21.98989236526368,Medium,13505,151,8.6,2.1,HIIT,24.7,73,179
14524071,female,34,160.0,63.0,29.0,119.0,41.3,220.0,24.609374999999996,Medium,6951,134,7.8,2.6,HIIT,34.7,50,163
18687349,female,55,160.0,62.0,19.0,95.0,40.7,103.0,24.218749999999996,Medium,9655,131,7.8,3.2,Yoga,13.9,56,142
14376196,male,32,186.0,86.0,3.0,80.0,38.5,7.0,24.858365128916635,Low,6610,94,5.3,3.5,Cardio,26.5,74,169
17974635,male,53,179.0,79.0,9.0,86.0,39.7,37.0,24.65590961580475,High,19468,100,6.2,2.9,Yoga,18.3,54,110
13412913,female,33,178.0,72.0,9.0,89.0,39.9,38.0,22.724403484408533,Medium,9583,75,6.4,3.4,Strength,34.8,61,101
16333560,male,20,189.0,92.0,28.0,108.0,40.9,170.0,25.755158030290307,Low,19701,139,5.5,1.3,Strength,12.7,85,66
11793437,female,22,173.0,73.0,7.0,85.0,39.1,25.0,24.3910588392529,Medium,8880,65,4.5,1.0,HIIT,21.3,69,158
18752018,male,47,167.0,74.0,18.0,103.0,40.0,112.0,26.533758829646096,Medium,4349,79,4.6,3.2,Strength,16.4,61,139
11813226,female,35,160.0,58.0,2.0,77.0,38.2,6.0,22.656249999999996,High,9208,115,4.9,1.8,Yoga,10.8,77,122
17124674,male,20,190.0,86.0,22.0,103.0,40.7,114.0,23.822714681440445,Medium,15720,134,5.0,3.6,HIIT,34.1,68,26
11694485,female,31,149.0,48.0,7.0,87.0,39.8,30.0,21.620647718571234,Medium,8881,67,5.2,2.6,Yoga,24.2,87,82
19896929,female,42,178.0,72.0,23.0,104.0,40.6,138.0,22.724403484408533,Low,5722,143,5.3,2.4,Strength,27.5,56,112
19318419,male,57,192.0,97.0,17.0,96.0,40.4,105.0,26.31293402777778,Medium,17332,155,6.3,3.3,Strength,25.5,53,147
16901819,male,37,185.0,85.0,10.0,90.0,39.6,40.0,24.835646457268076,Medium,9224,156,6.5,3.2,Yoga,13.7,72,129
11963924,female,70,179.0,80.0,22.0,105.0,40.5,143.0,24.968009737523797,Low,15229,65,5.5,3.1,Yoga,14.3,78,36
19713379,male,31,183.0,81.0,8.0,78.0,39.7,15.0,24.187046492878256,Low,9802,151,8.5,3.1,Strength,25.7,84,172
14500931,male,30,197.0,95.0,12.0,91.0,40.2,49.0,24.478857996856398,Medium,13439,67,6.8,2.5,Strength,29.5,65,141
15467028,male,61,169.0,75.0,24.0,106.0,41.1,177.0,26.25958474843318,Low,5134,121,7.9,3.8,Yoga,25.3,67,78
12450308,female,35,159.0,63.0,19.0,92.0,40.4,90.0,24.919900320398717,Medium,4598,73,8.6,3.7,Yoga,24.3,86,56
18375383,female,67,167.0,63.0,12.0,89.0,40.0,59.0,22.589551436050055,Low,6052,62,4.8,2.0,Cardio,28.6,80,93
18097581,male,72,187.0,83.0,24.0,105.0,40.8,190.0,23.735308416025617,Low,14741,61,6.1,3.4,Yoga,16.1,85,127
15891252,female,25,175.0,73.0,10.0,86.0,39.8,38.0,23.836734693877553,Low,5824,81,6.2,3.7,HIIT,28.3,60,130
17694353,female,60,169.0,64.0,16.0,98.0,40.2,93.0,22.40817898532965,High,5520,156,5.8,2.9,Yoga,20.3,72,31
18690190,male,23,186.0,93.0,19.0,108.0,40.2,118.0,26.881720430107524,High,3249,144,4.0,2.7,HIIT,26.9,72,164
18729355,female,67,154.0,58.0,9.0,92.0,39.9,48.0,24.456063417102378,High,17565,129,8.1,3.0,Cardio,16.9,61,28
17062945,female,49,164.0,62.0,2.0,84.0,38.5,8.0,23.051754907792983,Medium,14997,130,4.6,1.5,Cardio,13.4,52,51
18331538,female,30,163.0,64.0,14.0,89.0,40.4,60.0,24.088223117166624,Low,4014,65,9.0,1.3,Cardio,10.7,69,101
15482868,female,66,145.0,52.0,24.0,110.0,40.5,176.0,24.732461355529132,Medium,6944,109,7.9,3.5,Yoga,30.1,72,155
14078000,female,32,182.0,81.0,4.0,92.0,39.1,18.0,24.453568409612362,Medium,2948,103,6.9,2.7,Cardio,14.9,84,126
18094630,male,38,171.0,76.0,25.0,101.0,40.9,138.0,25.990903183885642,High,18490,67,4.8,1.4,Cardio,19.1,82,159
15863427,male,24,187.0,85.0,9.0,75.0,39.9,10.0,24.307243558580453,Low,12683,83,6.6,2.2,HIIT,29.2,51,148
13055947,female,29,173.0,66.0,19.0,92.0,40.4,87.0,22.052190183434128,Medium,16012,86,5.3,1.9,Yoga,21.3,86,176
18242911,female,32,162.0,63.0,14.0,88.0,39.9,59.0,24.005486968449926,Low,6692,112,5.3,3.6,Cardio,15.4,73,152
12161877,male,56,182.0,86.0,20.0,105.0,40.7,144.0,25.963047941069917,Medium,5240,110,8.1,2.5,HIIT,14.9,68,57
10315717,female,67,155.0,56.0,4.0,74.0,39.0,14.0,23.309053069719038,Medium,11762,87,5.9,2.7,HIIT,20.2,74,40
14551120,female,44,168.0,67.0,19.0,81.0,40.5,69.0,23.738662131519277,Medium,15731,118,6.3,1.7,Yoga,24.1,54,78
12071382,female,60,158.0,59.0,4.0,77.0,38.6,14.0,23.634033007530842,Medium,12130,128,8.2,3.4,Strength,19.8,59,139
13327512,male,36,196.0,103.0,10.0,99.0,39.7,57.0,26.81174510620575,Medium,19916,142,4.4,3.8,Strength,32.6,78,113
11917056,female,69,138.0,44.0,22.0,102.0,40.4,146.0,23.104389834068478,Medium,9608,132,7.0,3.4,Yoga,10.1,57,39
11702556,female,24,164.0,61.0,16.0,81.0,40.0,54.0,22.679952409280194,Medium,14409,84,6.9,2.5,Strength,20.1,67,114
12832993,female,45,168.0,60.0,12.0,83.0,40.0,48.0,21.258503401360546,High,19824,103,6.1,3.5,Cardio,28.6,89,62
11611546,male,20,200.0,94.0,25.0,103.0,40.7,134.0,23.5,High,13589,106,8.1,1.6,Cardio,32.3,78,81
18923889,male,28,180.0,81.0,28.0,108.0,41.2,174.0,25.0,Medium,14437,72,8.7,1.3,Yoga,19.0,62,21
11280125,male,57,197.0,93.0,2.0,82.0,38.4,8.0,23.963513617975213,Medium,19999,112,6.3,2.3,Strength,26.8,82,93
10170142,male,55,182.0,87.0,12.0,95.0,39.8,68.0,26.26494384736143,Medium,11705,112,6.3,1.5,Cardio,24.5,50,62
13092174,female,53,150.0,54.0,15.0,86.0,40.2,68.0,24.0,Medium,17376,96,6.5,1.8,Strength,15.0,67,49
19810935,male,40,186.0,92.0,23.0,105.0,40.8,151.0,26.59266967279454,Low,13611,122,7.6,2.8,HIIT,27.0,65,22
18365578,female,55,184.0,73.0,16.0,97.0,40.1,87.0,21.561909262759922,High,9590,125,7.3,2.2,HIIT,16.2,73,118
15996193,male,49,187.0,86.0,11.0,90.0,39.8,51.0,24.59321112985787,Low,8565,99,5.1,3.6,Yoga,29.6,79,148
14680690,female,45,174.0,77.0,15.0,97.0,40.4,78.0,25.43268595587264,High,3835,137,4.3,1.7,HIIT,31.6,55,148
16196279,male,56,190.0,95.0,5.0,82.0,39.0,20.0,26.315789473684212,Medium,18738,120,8.7,4.0,HIIT,22.0,84,48
14478823,male,32,151.0,58.0,19.0,99.0,40.6,87.0,25.437480812245077,Medium,11797,154,5.3,2.1,Strength,11.4,74,28
13074169,male,33,189.0,88.0,10.0,90.0,39.7,39.0,24.635368550712467,Medium,5195,65,7.2,2.5,HIIT,28.4,67,136
10067456,female,39,169.0,62.0,29.0,113.0,41.0,204.0,21.707923392038097,High,15868,84,8.1,1.4,Yoga,21.7,54,159
18327253,male,24,190.0,92.0,13.0,91.0,40.0,48.0,25.48476454293629,Medium,11179,105,5.5,2.7,HIIT,12.4,88,76
18411334,male,26,197.0,99.0,30.0,118.0,41.1,240.0,25.509546754618775,Medium,10345,90,7.2,3.9,Cardio,18.3,60,159
15883945,male,24,173.0,70.0,1.0,79.0,37.7,1.0,23.38868655818771,Low,2906,139,4.5,3.2,Yoga,17.3,84,169
16359045,male,34,170.0,68.0,23.0,103.0,40.5,126.0,23.529411764705884,Medium,13955,122,8.8,1.7,Yoga,28.2,59,102
19090637,male,44,186.0,86.0,13.0,101.0,40.0,79.0,24.858365128916635,Low,17768,150,4.3,2.3,Yoga,20.6,67,126
13725013,male,28,186.0,78.0,19.0,91.0,40.2,68.0,22.54595907041276,Medium,9198,153,6.2,2.3,HIIT,24.7,72,135
14103375,female,32,149.0,49.0,15.0,93.0,40.3,74.0,22.071077879374805,Medium,3620,127,6.7,1.3,HIIT,22.5,86,103
19855548,male,21,189.0,90.0,23.0,103.0,40.9,122.0,25.195263290501387,Medium,13820,98,8.0,3.7,Yoga,28.1,73,129
13566344,male,55,195.0,100.0,21.0,100.0,40.9,141.0,26.298487836949377,Low,13766,139,4.6,2.1,Strength,28.0,81,109
18809970,female,78,179.0,80.0,21.0,100.0,40.8,128.0,24.968009737523797,Low,10523,95,6.2,2.5,Yoga,21.2,82,98
13912212,male,31,193.0,97.0,9.0,94.0,39.7,41.0,26.040967542752828,Medium,6338,66,5.5,1.9,Cardio,13.4,87,77
17984882,male,22,188.0,85.0,3.0,87.0,38.2,9.0,24.049343594386603,Low,17911,144,5.6,1.5,Cardio,20.2,57,77
13538652,female,56,177.0,76.0,11.0,86.0,39.6,47.0,24.258674071946118,Low,18813,125,7.9,3.7,Cardio,14.0,64,63
12370784,male,36,171.0,75.0,13.0,90.0,40.3,49.0,25.64891761567662,Low,7301,114,4.0,1.1,Cardio,34.0,87,143
15718541,female,27,146.0,49.0,22.0,98.0,40.5,119.0,22.987427284668797,High,17144,131,7.7,2.2,Yoga,33.8,88,118
11731299,female,54,179.0,72.0,28.0,110.0,40.9,192.0,22.47120876377142,Medium,15784,101,8.1,3.2,Yoga,21.4,81,82
12627486,male,23,190.0,95.0,27.0,104.0,40.5,153.0,26.315789473684212,Medium,4423,86,8.5,1.9,Yoga,10.7,89,170
17091336,male,21,175.0,71.0,3.0,88.0,38.7,8.0,23.183673469387756,Low,10272,61,7.1,2.3,Yoga,19.4,80,40
16028391,male,25,176.0,75.0,21.0,102.0,40.4,106.0,24.212293388429753,Medium,3573,129,5.7,2.7,Yoga,32.4,53,163
17714687,female,76,174.0,69.0,12.0,86.0,39.9,57.0,22.79032897344431,Medium,18803,63,6.1,4.0,Strength,17.2,63,117
16077223,female,31,157.0,58.0,24.0,104.0,40.4,144.0,23.53036634346221,Medium,2466,80,8.8,3.3,Strength,25.5,63,87
13568528,male,67,177.0,77.0,3.0,77.0,38.3,10.0,24.577867151840145,Low,17787,60,8.4,3.9,Strength,14.6,62,27
19021959,male,64,184.0,87.0,12.0,89.0,40.0,63.0,25.697069943289225,Low,7176,97,6.3,3.1,Yoga,30.6,80,65
15760196,male,39,203.0,103.0,2.0,74.0,38.2,4.0,24.994540027663867,Low,5393,119,8.7,1.8,HIIT,32.3,67,165
19884130,female,21,153.0,56.0,29.0,115.0,40.9,204.0,23.92242299970097,Medium,11757,135,8.1,1.9,Yoga,25.4,69,170
10684961,male,26,184.0,86.0,8.0,96.0,39.4,35.0,25.401701323251416,Medium,17164,150,8.5,3.5,Cardio,25.6,73,101
16689737,female,27,172.0,69.0,24.0,104.0,41.0,138.0,23.323418063818284,Low,14222,73,7.4,2.3,Yoga,19.5,65,56
19926530,male,20,183.0,87.0,25.0,106.0,40.1,141.0,25.97867956642479,Low,2003,138,8.3,2.1,Cardio,27.7,60,83
13774084,male,77,170.0,74.0,24.0,107.0,40.8,199.0,25.605536332179934,Low,9477,147,8.5,3.8,Strength,22.0,71,99
19121335,female,31,168.0,69.0,6.0,86.0,39.0,24.0,24.44727891156463,High,7998,141,4.5,1.0,Cardio,28.6,85,101
15484767,male,42,180.0,83.0,28.0,114.0,40.8,219.0,25.61728395061728,Low,2602,76,8.8,2.6,Yoga,34.2,65,54
14933337,female,21,169.0,64.0,24.0,104.0,41.0,138.0,22.40817898532965,Medium,9256,132,5.7,3.3,HIIT,30.6,52,39
14710903,female,27,163.0,60.0,4.0,82.0,38.7,14.0,22.582709172343712,Medium,12559,106,6.2,3.2,Cardio,22.9,63,142
18733738,female,26,144.0,44.0,15.0,88.0,40.2,66.0,21.219135802469136,Medium,15686,141,8.0,2.1,HIIT,34.5,84,39
14472759,female,30,142.0,52.0,30.0,104.0,40.9,182.0,25.788534021027573,Low,15973,115,7.3,2.6,Yoga,25.2,68,179
12441066,female,59,155.0,55.0,20.0,96.0,40.4,113.0,22.892819979188342,Low,8714,112,8.5,1.0,Yoga,11.6,60,94
10027237,male,30,181.0,79.0,10.0,95.0,40.1,43.0,24.114038033027075,Medium,10376,77,6.0,2.6,Cardio,28.3,83,82
16442004,female,27,167.0,63.0,15.0,104.0,40.2,88.0,22.589551436050055,Medium,13701,128,5.9,2.8,Cardio,30.5,63,96
17216441,male,30,185.0,87.0,10.0,87.0,39.7,33.0,25.420014609203797,Medium,16891,107,4.2,3.6,Strength,13.4,51,117
15744005,female,26,163.0,62.0,15.0,97.0,40.2,77.0,23.335466144755166,Medium,5251,68,6.3,1.6,HIIT,27.0,63,32
10194818,female,60,161.0,64.0,21.0,100.0,40.3,126.0,24.690405462752206,Low,10144,113,7.6,3.5,Cardio,33.0,75,90
17472819,female,76,151.0,55.0,27.0,112.0,40.5,207.0,24.121749046094468,High,18438,94,5.5,3.2,Yoga,16.3,62,116
17153960,female,48,158.0,54.0,4.0,91.0,38.9,20.0,21.63114885435026,Medium,11916,105,6.3,3.0,Cardio,24.6,68,105
15711049,male,28,168.0,75.0,25.0,101.0,40.9,126.0,26.573129251700685,Low,4910,60,5.1,2.2,Yoga,16.9,63,174
10888484,female,20,170.0,59.0,6.0,83.0,39.3,21.0,20.41522491349481,High,13482,100,7.9,2.1,Strength,29.4,74,114
